Macrotrends Data Download

CME Japanese Yen JPY Futures #1 (JY1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
2012-08-06,12789.0000
2012-08-07,12723.0000
2012-08-08,12742.0000
2012-08-09,12730.0000
2012-08-10,12785.0000
2012-08-13,12765.0000
2012-08-14,12697.0000
2012-08-15,12677.0000
2012-08-16,12618.0000
2012-08-17,12574.0000
2012-08-20,12597.0000
2012-08-21,12620.0000
2012-08-22,12753.0000
2012-08-23,12749.0000
2012-08-24,12707.0000
2012-08-27,12698.0000
2012-08-28,12739.2000
2012-08-29,12714.4000
2012-08-30,12724.6000
2012-08-31,12775.8000
2012-09-04,12759.0000
2012-09-05,12766.0000
2012-09-06,12692.0000
2012-09-07,12786.0000
2012-09-10,12790.0000
2012-09-11,12869.0000
2012-09-12,12854.0000
2012-09-13,12924.0000
2012-09-14,12782.0000
2012-09-17,12708.0000
2012-09-18,12689.0000
2012-09-19,12766.0000
2012-09-20,12787.0000
2012-09-21,12806.0000
2012-09-24,12857.0000
2012-09-25,12868.0000
2012-09-26,12875.0000
2012-09-27,12894.0000
2012-09-28,12832.0000
2012-10-01,12825.0000
2012-10-02,12809.0000
2012-10-03,12741.0000
2012-10-04,12748.0000
2012-10-05,12717.0000
2012-10-08,12797.0000
2012-10-09,12793.0000
2012-10-10,12797.0000
2012-10-11,12772.0000
2012-10-12,12764.0000
2012-10-15,12715.0000
2012-10-16,12680.0000
2012-10-17,12668.0000
2012-10-18,12623.0000
2012-10-19,12617.0000
2012-10-22,12520.0000
2012-10-23,12516.0000
2012-10-24,12535.0000
2012-10-25,12462.0000
2012-10-26,12558.0000
2012-10-29,12533.0000
2012-10-30,12567.0000
2012-10-31,12541.0000
2012-11-01,12476.0000
2012-11-02,12441.0000
2012-11-05,12462.0000
2012-11-06,12440.0000
2012-11-07,12519.0000
2012-11-08,12601.0000
2012-11-09,12593.0000
2012-11-12,12591.0000
2012-11-13,12598.0000
2012-11-14,12477.0000
2012-11-15,12317.0000
2012-11-16,12314.0000
2012-11-19,12294.0000
2012-11-20,12241.0000
2012-11-21,12125.0000
2012-11-23,12141.0000
2012-11-26,12172.0000
2012-11-27,12174.4000
2012-11-28,12213.8000
2012-11-29,12185.2000
2012-11-30,12146.8000
2012-12-03,12174.0000
2012-12-04,12231.0000
2012-12-05,12158.0000
2012-12-06,12153.0000
2012-12-07,12149.0000
2012-12-10,12157.0000
2012-12-11,12132.0000
2012-12-12,12031.0000
2012-12-13,11975.0000
2012-12-14,11992.0000
2012-12-17,11939.0000
2012-12-18,11888.0000
2012-12-19,11858.0000
2012-12-20,11853.0000
2012-12-21,11882.0000
2012-12-24,11804.0000
2012-12-26,11688.0000
2012-12-27,11632.0000
2012-12-28,11625.0000
2012-12-31,11550.0000
2013-01-02,11485.0000
2013-01-03,11478.0000
2013-01-04,11352.0000
2013-01-07,11391.0000
2013-01-08,11474.0000
2013-01-09,11401.0000
2013-01-10,11346.0000
2013-01-11,11219.0000
2013-01-14,11193.0000
2013-01-15,11266.0000
2013-01-16,11304.0000
2013-01-17,11110.0000
2013-01-18,11111.0000
2013-01-22,11274.0000
2013-01-23,11282.0000
2013-01-24,11119.0000
2013-01-25,10993.0000
2013-01-28,11023.0000
2013-01-29,11027.0000
2013-01-30,10968.0000
2013-01-31,10945.0000
2013-02-01,10785.0000
2013-02-04,10827.0000
2013-02-05,10712.0000
2013-02-06,10711.0000
2013-02-07,10691.0000
2013-02-08,10777.0000
2013-02-11,10707.0000
2013-02-12,10695.0000
2013-02-13,10701.0000
2013-02-14,10753.0000
2013-02-15,10706.0000
2013-02-19,10704.0000
2013-02-20,10659.0000
2013-02-21,10742.0000
2013-02-22,10707.0000
2013-02-25,10799.6000
2013-02-26,10879.2000
2013-02-27,10838.8000
2013-02-28,10795.6000
2013-03-01,10692.0000
2013-03-04,10712.0000
2013-03-05,10726.0000
2013-03-06,10639.0000
2013-03-07,10550.0000
2013-03-08,10444.0000
2013-03-11,10395.0000
2013-03-12,10432.0000
2013-03-13,10420.0000
2013-03-14,10416.0000
2013-03-15,10483.0000
2013-03-18,10486.0000
2013-03-19,10521.0000
2013-03-20,10436.0000
2013-03-21,10544.0000
2013-03-22,10593.0000
2013-03-25,10641.0000
2013-03-26,10588.0000
2013-03-27,10602.0000
2013-03-28,10633.0000
2013-04-01,10716.0000
2013-04-02,10717.0000
2013-04-03,10773.0000
2013-04-04,10406.0000
2013-04-05,10242.0000
2013-04-08,10086.0000
2013-04-09,10077.0000
2013-04-10,10027.0000
2013-04-11,10012.0000
2013-04-12,10118.0000
2013-04-15,10285.0000
2013-04-16,10267.0000
2013-04-17,10223.0000
2013-04-18,10197.0000
2013-04-19,10049.0000
2013-04-22,10063.0000
2013-04-23,10063.0000
2013-04-24,10052.0000
2013-04-25,10069.0000
2013-04-26,10183.0000
2013-04-29,10206.0000
2013-04-30,10258.0000
2013-05-01,10271.0000
2013-05-02,10210.0000
2013-05-03,10099.0000
2013-05-06,10063.0000
2013-05-07,10106.0000
2013-05-08,10123.0000
2013-05-09,9944.0000
2013-05-10,9850.0000
2013-05-13,9811.0000
2013-05-14,9782.0000
2013-05-15,9775.0000
2013-05-16,9799.0000
2013-05-17,9692.0000
2013-05-20,9781.0000
2013-05-21,9752.0000
2013-05-22,9690.0000
2013-05-23,9817.0000
2013-05-24,9900.0000
2013-05-28,9797.8000
2013-05-29,9888.0000
2013-05-30,9909.4000
2013-05-31,9938.0000
2013-06-03,10061.0000
2013-06-04,10001.0000
2013-06-05,10083.0000
2013-06-06,10291.0000
2013-06-07,10270.0000
2013-06-10,10136.0000
2013-06-11,10407.0000
2013-06-12,10458.0000
2013-06-13,10548.0000
2013-06-14,10612.0000
2013-06-17,10547.0000
2013-06-18,10500.0000
2013-06-19,10368.0000
2013-06-20,10285.0000
2013-06-21,10234.0000
2013-06-24,10239.0000
2013-06-25,10234.0000
2013-06-26,10223.0000
2013-06-27,10168.0000
2013-06-28,10087.0000
2013-07-01,10031.0000
2013-07-02,9945.0000
2013-07-03,9994.0000
2013-07-05,9886.0000
2013-07-08,9907.0000
2013-07-09,9912.0000
2013-07-10,9987.0000
2013-07-11,10098.0000
2013-07-12,10065.0000
2013-07-15,10017.0000
2013-07-16,10086.0000
2013-07-17,10044.0000
2013-07-18,9956.0000
2013-07-19,9980.0000
2013-07-22,10044.0000
2013-07-23,10059.0000
2013-07-24,9984.0000
2013-07-25,10046.0000
2013-07-26,10186.0000
2013-07-29,10221.0000
2013-07-30,10210.0000
2013-07-31,10231.0000
2013-08-01,10051.0000
2013-08-02,10116.0000
2013-08-05,10174.0000
2013-08-06,10243.0000
2013-08-07,10378.0000
2013-08-08,10362.0000
2013-08-09,10384.0000
2013-08-12,10346.0000
2013-08-13,10183.0000
2013-08-14,10192.0000
2013-08-15,10270.0000
2013-08-16,10250.0000
2013-08-19,10249.0000
2013-08-20,10286.0000
2013-08-21,10234.0000
2013-08-22,10145.0000
2013-08-23,10137.0000
2013-08-26,10139.0000
2013-08-27,10302.0000
2013-08-28,10239.0000
2013-08-29,10181.0000
2013-08-30,10192.0000
2013-09-03,10058.0000
2013-09-04,10030.0000
2013-09-05,9991.0000
2013-09-06,10082.0000
2013-09-09,10045.0000
2013-09-10,9969.0000
2013-09-11,10010.0000
2013-09-12,10061.0000
2013-09-13,10078.0000
2013-09-16,10089.0000
2013-09-17,10093.0000
2013-09-18,10213.0000
2013-09-19,10073.0000
2013-09-20,10070.0000
2013-09-23,10123.0000
2013-09-24,10124.0000
2013-09-25,10161.0000
2013-09-26,10126.0000
2013-09-27,10178.0000
2013-09-30,10186.0000
2013-10-01,10222.0000
2013-10-02,10272.0000
2013-10-03,10288.0000
2013-10-04,10268.0000
2013-10-07,10325.0000
2013-10-08,10316.0000
2013-10-09,10275.0000
2013-10-10,10193.0000
2013-10-11,10157.0000
2013-10-14,10175.0000
2013-10-15,10177.0000
2013-10-16,10130.0000
2013-10-17,10223.0000
2013-10-18,10221.0000
2013-10-21,10187.0000
2013-10-22,10198.0000
2013-10-23,10278.0000
2013-10-24,10275.0000
2013-10-25,10274.0000
2013-10-28,10240.0000
2013-10-29,10194.0000
2013-10-30,10146.0000
2013-10-31,10172.0000
2013-11-01,10127.0000
2013-11-04,10149.0000
2013-11-05,10145.0000
2013-11-06,10135.0000
2013-11-07,10218.0000
2013-11-08,10087.0000
2013-11-11,10078.0000
2013-11-12,10034.0000
2013-11-13,10065.0000
2013-11-14,9996.0000
2013-11-15,9979.0000
2013-11-18,9995.0000
2013-11-19,9982.0000
2013-11-20,9992.0000
2013-11-21,9892.0000
2013-11-22,9871.0000
2013-11-25,9839.2000
2013-11-26,9881.4000
2013-11-27,9796.6000
2013-11-29,9765.8000
2013-12-02,9706.0000
2013-12-03,9776.0000
2013-12-04,9797.0000
2013-12-05,9840.0000
2013-12-06,9723.0000
2013-12-09,9693.0000
2013-12-10,9741.0000
2013-12-11,9754.0000
2013-12-12,9689.0000
2013-12-13,9696.0000
2013-12-16,9715.0000
2013-12-17,9745.0000
2013-12-18,9666.0000
2013-12-19,9605.0000
2013-12-20,9616.0000
2013-12-23,9611.0000
2013-12-24,9595.0000
2013-12-26,9553.0000
2013-12-27,9515.0000
2013-12-30,9518.0000
2013-12-31,9503.0000
2014-01-02,9555.0000
2014-01-03,9558.0000
2014-01-06,9594.0000
2014-01-07,9573.0000
2014-01-08,9544.0000
2014-01-09,9549.0000
2014-01-10,9615.0000
2014-01-13,9719.0000
2014-01-14,9600.0000
2014-01-15,9564.0000
2014-01-16,9590.0000
2014-01-17,9589.0000
2014-01-21,9593.0000
2014-01-22,9581.0000
2014-01-23,9695.0000
2014-01-24,9777.0000
2014-01-27,9733.0000
2014-01-28,9724.0000
2014-01-29,9804.0000
2014-01-30,9738.0000
2014-01-31,9775.0000
2014-02-03,9918.0000
2014-02-04,9843.0000
2014-02-05,9873.0000
2014-02-06,9794.0000
2014-02-07,9777.0000
2014-02-10,9786.0000
2014-02-11,9745.0000
2014-02-12,9760.0000
2014-02-13,9777.0000
2014-02-14,9817.0000
2014-02-18,9775.0000
2014-02-19,9773.0000
2014-02-20,9775.0000
2014-02-21,9755.0000
2014-02-24,9757.0000
2014-02-25,9790.0000
2014-02-26,9762.0000
2014-02-27,9801.0000
2014-02-28,9829.0000
2014-03-03,9864.0000
2014-03-04,9785.0000
2014-03-05,9779.0000
2014-03-06,9709.0000
2014-03-07,9685.0000
2014-03-10,9695.0000
2014-03-11,9722.0000
2014-03-12,9743.0000
2014-03-13,9843.0000
2014-03-14,9879.0000
2014-03-17,9835.0000
2014-03-18,9855.0000
2014-03-19,9761.0000
2014-03-20,9764.0000
2014-03-21,9787.0000
2014-03-24,9785.0000
2014-03-25,9783.0000
2014-03-26,9802.0000
2014-03-27,9791.0000
2014-03-28,9731.0000
2014-03-31,9692.0000
2014-04-01,9646.0000
2014-04-02,9640.0000
2014-04-03,9626.0000
2014-04-04,9689.0000
2014-04-07,9700.0000
2014-04-08,9842.0000
2014-04-09,9830.0000
2014-04-10,9860.0000
2014-04-11,9848.0000
2014-04-14,9835.0000
2014-04-15,9824.0000
2014-04-16,9782.0000
2014-04-17,9769.0000
2014-04-21,9746.0000
2014-04-22,9746.0000
2014-04-23,9767.0000
2014-04-24,9775.0000
2014-04-25,9795.0000
2014-04-28,9766.0000
2014-04-29,9752.0000
2014-04-30,9795.0000
2014-05-01,9777.0000
2014-05-02,9784.0000
2014-05-05,9795.0000
2014-05-06,9848.0000
2014-05-07,9827.0000
2014-05-08,9856.0000
2014-05-09,9826.0000
2014-05-12,9790.0000
2014-05-13,9777.0000
2014-05-14,9827.0000
2014-05-15,9851.0000
2014-05-16,9853.0000
2014-05-19,9872.0000
2014-05-20,9876.0000
2014-05-21,9863.0000
2014-05-22,9824.0000
2014-05-23,9807.0000
2014-05-27,9809.2000
2014-05-28,9821.4000
2014-05-29,9833.6000
2014-05-30,9838.8000
2014-06-02,9766.0000
2014-06-03,9762.0000
2014-06-04,9743.0000
2014-06-05,9767.0000
2014-06-06,9759.0000
2014-06-09,9758.0000
2014-06-10,9775.0000
2014-06-11,9807.0000
2014-06-12,9842.0000
2014-06-13,9808.0000
2014-06-16,9825.0000
2014-06-17,9793.0000
2014-06-18,9798.0000
2014-06-19,9816.0000
2014-06-20,9799.0000
2014-06-23,9818.0000
2014-06-24,9812.0000
2014-06-25,9822.0000
2014-06-26,9840.0000
2014-06-27,9869.0000
2014-06-30,9880.0000
2014-07-01,9856.0000
2014-07-02,9825.0000
2014-07-03,9788.0000
2014-07-07,9822.0000
2014-07-08,9854.0000
2014-07-09,9851.0000
2014-07-10,9879.0000
2014-07-11,9873.0000
2014-07-14,9848.0000
2014-07-15,9836.0000
2014-07-16,9836.0000
2014-07-17,9876.0000
2014-07-18,9870.0000
2014-07-21,9868.0000
2014-07-22,9861.0000
2014-07-23,9851.0000
2014-07-24,9823.0000
2014-07-25,9826.0000
2014-07-28,9819.0000
2014-07-29,9794.0000
2014-07-30,9723.0000
2014-07-31,9724.0000
2014-08-01,9753.0000
2014-08-04,9754.0000
2014-08-05,9752.0000
2014-08-06,9803.0000
2014-08-07,9802.0000
2014-08-08,9802.0000
2014-08-11,9788.0000
2014-08-12,9786.0000
2014-08-13,9762.0000
2014-08-14,9761.0000
2014-08-15,9774.0000
2014-08-18,9749.0000
2014-08-19,9718.0000
2014-08-20,9644.0000
2014-08-21,9636.0000
2014-08-22,9623.0000
2014-08-25,9618.0000
2014-08-26,9609.4000
2014-08-27,9630.8000
2014-08-28,9651.2000
2014-08-29,9611.6000
2014-09-02,9519.0000
2014-09-03,9545.0000
2014-09-04,9510.0000
2014-09-05,9525.0000
2014-09-08,9452.0000
2014-09-09,9413.0000
2014-09-10,9369.0000
2014-09-11,9347.0000
2014-09-12,9324.0000
2014-09-15,9335.0000
2014-09-16,9338.0000
2014-09-17,9266.0000
2014-09-18,9202.0000
2014-09-19,9186.0000
2014-09-22,9196.0000
2014-09-23,9187.0000
2014-09-24,9182.0000
2014-09-25,9207.0000
2014-09-26,9149.0000
2014-09-29,9143.0000
2014-09-30,9120.0000
2014-10-01,9164.0000
2014-10-02,9229.0000
2014-10-03,9107.0000
2014-10-06,9181.0000
2014-10-07,9258.0000
2014-10-08,9250.0000
2014-10-09,9283.0000
2014-10-10,9279.0000
2014-10-13,9310.0000
2014-10-14,9355.0000
2014-10-15,9437.0000
2014-10-16,9424.0000
2014-10-17,9378.0000
2014-10-20,9364.0000
2014-10-21,9363.0000
2014-10-22,9333.0000
2014-10-23,9245.0000
2014-10-24,9256.0000
2014-10-27,9290.0000
2014-10-28,9255.0000
2014-10-29,9196.0000
2014-10-30,9149.0000
2014-10-31,8908.0000
2014-11-03,8793.0000
2014-11-04,8807.0000
2014-11-05,8720.0000
2014-11-06,8701.0000
2014-11-07,8733.0000
2014-11-10,8704.0000
2014-11-11,8643.0000
2014-11-12,8656.0000
2014-11-13,8646.0000
2014-11-14,8605.0000
2014-11-17,8587.0000
2014-11-18,8556.0000
2014-11-19,8485.0000
2014-11-20,8479.0000
2014-11-21,8491.0000
2014-11-24,8456.0000
2014-11-25,8485.0000
2014-11-26,8501.4000
2014-11-28,8431.2000
2014-12-01,8466.0000
2014-12-02,8397.0000
2014-12-03,8356.0000
2014-12-04,8358.0000
2014-12-05,8247.0000
2014-12-08,8310.0000
2014-12-09,8379.0000
2014-12-10,8479.0000
2014-12-11,8406.0000
2014-12-12,8430.0000
2014-12-15,8504.0000
2014-12-16,8539.0000
2014-12-17,8443.0000
2014-12-18,8422.0000
2014-12-19,8373.0000
2014-12-22,8342.0000
2014-12-23,8289.0000
2014-12-24,8308.0000
2014-12-26,8313.0000
2014-12-29,8289.0000
2014-12-30,8371.0000
2014-12-31,8349.0000
2015-01-02,8315.0000
2015-01-05,8371.0000
2015-01-06,8435.0000
2015-01-07,8412.0000
2015-01-08,8360.0000
2015-01-09,8439.0000
2015-01-12,8456.0000
2015-01-13,8500.0000
2015-01-14,8533.0000
2015-01-15,8587.0000
2015-01-16,8517.0000
2015-01-20,8420.0000
2015-01-21,8483.0000
2015-01-22,8452.0000
2015-01-23,8497.0000
2015-01-26,8444.0000
2015-01-27,8497.0000
2015-01-28,8503.0000
2015-01-29,8451.0000
2015-01-30,8514.0000
2015-02-02,8534.0000
2015-02-03,8507.0000
2015-02-04,8525.0000
2015-02-05,8508.0000
2015-02-06,8396.0000
2015-02-09,8448.0000
2015-02-10,8375.0000
2015-02-11,8317.0000
2015-02-12,8414.0000
2015-02-13,8420.0000
2015-02-17,8385.0000
2015-02-18,8422.0000
2015-02-19,8406.0000
2015-02-20,8401.0000
2015-02-23,8413.0000
2015-02-24,8415.0000
2015-02-25,8419.6000
2015-02-26,8381.0000
2015-02-27,8362.0000
2015-03-02,8333.0000
2015-03-03,8365.0000
2015-03-04,8363.0000
2015-03-05,8332.0000
2015-03-06,8296.0000
2015-03-09,8261.0000
2015-03-10,8268.0000
2015-03-11,8239.0000
2015-03-12,8250.0000
2015-03-13,8252.0000
2015-03-16,8246.0000
2015-03-17,8247.0000
2015-03-18,8297.0000
2015-03-19,8277.0000
2015-03-20,8330.0000
2015-03-23,8356.0000
2015-03-24,8364.0000
2015-03-25,8368.0000
2015-03-26,8394.0000
2015-03-27,8405.0000
2015-03-30,8329.0000
2015-03-31,8346.0000
2015-04-01,8369.0000
2015-04-02,8362.0000
2015-04-06,8386.0000
2015-04-07,8315.0000
2015-04-08,8342.0000
2015-04-09,8292.0000
2015-04-10,8327.0000
2015-04-13,8335.0000
2015-04-14,8384.0000
2015-04-15,8416.0000
2015-04-16,8419.0000
2015-04-17,8424.0000
2015-04-20,8388.0000
2015-04-21,8357.0000
2015-04-22,8348.0000
2015-04-23,8373.0000
2015-04-24,8416.0000
2015-04-27,8402.0000
2015-04-28,8416.0000
2015-04-29,8408.0000
2015-04-30,8378.0000
2015-05-01,8316.0000
2015-05-04,8328.0000
2015-05-05,8347.0000
2015-05-06,8384.0000
2015-05-07,8351.0000
2015-05-08,8350.0000
2015-05-11,8330.0000
2015-05-12,8345.0000
2015-05-13,8399.0000
2015-05-14,8391.0000
2015-05-15,8387.0000
2015-05-18,8334.0000
2015-05-19,8284.0000
2015-05-20,8255.0000
2015-05-21,8269.0000
2015-05-22,8233.0000
2015-05-26,8130.0000
2015-05-27,8078.0000
2015-05-28,8079.0000
2015-05-29,8070.0000
2015-06-01,8021.0000
2015-06-02,8071.0000
2015-06-03,8052.0000
2015-06-04,8050.0000
2015-06-05,7971.0000
2015-06-08,8035.0000
2015-06-09,8050.0000
2015-06-10,8160.0000
2015-06-11,8112.0000
2015-06-12,8111.0000
2015-06-15,8113.0000
2015-06-16,8115.0000
2015-06-17,8113.0000
2015-06-18,8138.0000
2015-06-19,8161.0000
2015-06-22,8113.5000
2015-06-23,8076.5000
2015-06-24,8083.5000
2015-06-25,8097.5000
2015-06-26,8083.0000
2015-06-29,8175.0000
2015-06-30,8182.5000
2015-07-01,8126.5000
2015-07-02,8131.5000
2015-07-06,8175.0000
2015-07-07,8174.5000
2015-07-08,8297.0000
2015-07-09,8248.5000
2015-07-10,8146.0000
2015-07-13,8106.0000
2015-07-14,8113.0000
2015-07-15,8088.5000
2015-07-16,8060.5000
2015-07-17,8062.5000
2015-07-20,8050.5000
2015-07-21,8072.0000
2015-07-22,8063.5000
2015-07-23,8082.5000
2015-07-24,8085.0000
2015-07-27,8118.5000
2015-07-28,8093.0000
2015-07-29,8077.5000
2015-07-30,8052.0000
2015-07-31,8067.5000
2015-08-03,8071.0000
2015-08-04,8046.0000
2015-08-05,8011.0000
2015-08-06,8021.5000
2015-08-07,8058.0000
2015-08-10,8028.0000
2015-08-11,7992.0000
2015-08-12,8056.5000
2015-08-13,8038.5000
2015-08-14,8050.5000
2015-08-17,8039.0000
2015-08-18,8040.5000
2015-08-19,8083.5000
2015-08-20,8102.5000
2015-08-21,8191.5000
2015-08-24,8445.5000
2015-08-25,8353.5000
2015-08-26,8376.5000
2015-08-27,8295.8000
2015-08-28,8247.7000
2015-08-31,8268.0000
2015-09-01,8361.5000
2015-09-02,8331.0000
2015-09-03,8347.5000
2015-09-04,8420.5000
2015-09-08,8349.0000
2015-09-09,8304.5000
2015-09-10,8304.0000
2015-09-11,8305.0000
2015-09-14,8343.5000
2015-09-15,8314.0000
2015-09-16,8299.5000
2015-09-17,8333.0000
2015-09-18,8360.0000
2015-09-21,8307.5000
2015-09-22,8344.0000
2015-09-23,8338.5000
2015-09-24,8343.0000
2015-09-25,8298.5000
2015-09-28,8356.0000
2015-09-29,8365.0000
2015-09-30,8343.0000
2015-10-01,8345.0000
2015-10-02,8350.0000
2015-10-05,8307.5000
2015-10-06,8324.5000
2015-10-07,8345.0000
2015-10-08,8340.0000
2015-10-09,8321.0000
2015-10-12,8344.5000
2015-10-13,8350.0000
2015-10-14,8422.5000
2015-10-15,8425.0000
2015-10-16,8382.5000
2015-10-19,8376.0000
2015-10-20,8344.0000
2015-10-21,8341.0000
2015-10-22,8286.5000
2015-10-23,8241.0000
2015-10-26,8266.0000
2015-10-27,8315.5000
2015-10-28,8252.0000
2015-10-29,8259.5000
2015-10-30,8288.0000
2015-11-02,8283.0000
2015-11-03,8263.0000
2015-11-04,8228.0000
2015-11-05,8223.0000
2015-11-06,8116.5000
2015-11-09,8126.5000
2015-11-10,8116.0000
2015-11-11,8135.5000
2015-11-12,8156.5000
2015-11-13,8151.0000
2015-11-16,8114.5000
2015-11-17,8104.5000
2015-11-18,8094.5000
2015-11-19,8140.5000
2015-11-20,8142.0000
2015-11-23,8142.5000
2015-11-24,8172.2000
2015-11-25,8156.2000
2015-11-27,8154.3000
2015-11-30,8140.9000
2015-12-01,8165.0000
2015-12-02,8140.5000
2015-12-03,8194.5000
2015-12-04,8137.5000
2015-12-07,8129.0000
2015-12-08,8145.5000
2015-12-09,8273.5000
2015-12-10,8241.5000
2015-12-11,8301.0000
2015-12-14,8298.5000
2015-12-15,8234.0000
2015-12-16,8230.0000
2015-12-17,8155.5000
2015-12-18,8266.5000
2015-12-21,8279.0000
2015-12-22,8277.5000
2015-12-23,8289.0000
2015-12-24,8327.0000
2015-12-28,8324.5000
2015-12-29,8321.0000
2015-12-30,8308.5000
2015-12-31,8332.5000
2016-01-04,8393.5000
2016-01-05,8416.0000
2016-01-06,8459.0000
2016-01-07,8524.0000
2016-01-08,8511.0000
2016-01-11,8522.0000
2016-01-12,8513.0000
2016-01-13,8500.5000
2016-01-14,8472.5000
2016-01-15,8555.0000
2016-01-19,8524.0000
2016-01-20,8571.0000
2016-01-21,8518.5000
2016-01-22,8427.0000
2016-01-25,8447.0000
2016-01-26,8448.5000
2016-01-27,8432.5000
2016-01-28,8425.0000
2016-01-29,8263.5000
2016-02-01,8260.5000
2016-02-02,8333.5000
2016-02-03,8503.5000
2016-02-04,8574.0000
2016-02-05,8563.5000
2016-02-08,8677.5000
2016-02-09,8702.5000
2016-02-10,8805.0000
2016-02-11,8904.5000
2016-02-12,8836.5000
2016-02-16,8788.0000
2016-02-17,8795.0000
2016-02-18,8810.5000
2016-02-19,8889.5000
2016-02-22,8867.0000
2016-02-23,8929.0000
2016-02-24,8965.9000
2016-02-25,8879.4000
2016-02-26,8800.3000
2016-02-29,8887.8000
2016-03-01,8795.5000
2016-03-02,8843.0000
2016-03-03,8832.0000
2016-03-04,8794.0000
2016-03-07,8856.5000
2016-03-08,8906.5000
2016-03-09,8843.5000
2016-03-10,8866.5000
2016-03-11,8817.0000
2016-03-14,8809.0000
2016-03-15,8865.0000
2016-03-16,8890.5000
2016-03-17,8994.5000
2016-03-18,8981.0000
2016-03-21,8961.0000
2016-03-22,8926.0000
2016-03-23,8917.5000
2016-03-24,8896.0000
2016-03-28,8848.5000
2016-03-29,8889.0000
2016-03-30,8909.5000
2016-03-31,8904.0000
2016-04-01,8968.5000
2016-04-04,9004.5000
2016-04-05,9066.5000
2016-04-06,9136.5000
2016-04-07,9254.0000
2016-04-08,9246.5000
2016-04-11,9281.5000
2016-04-12,9229.0000
2016-04-13,9168.5000
2016-04-14,9165.0000
2016-04-15,9213.5000
2016-04-18,9202.5000
2016-04-19,9175.0000
2016-04-20,9120.0000
2016-04-21,9142.5000
2016-04-22,8964.5000
2016-04-25,8995.5000
2016-04-26,8987.0000
2016-04-27,8994.5000
2016-04-28,9261.0000
2016-04-29,9378.0000
2016-05-02,9401.5000
2016-05-03,9405.5000
2016-05-04,9360.5000
2016-05-05,9332.0000
2016-05-06,9342.0000
2016-05-09,9226.0000
2016-05-10,9156.5000
2016-05-11,9226.5000
2016-05-12,9170.0000
2016-05-13,9212.0000
2016-05-16,9182.0000
2016-05-17,9170.5000
2016-05-18,9097.5000
2016-05-19,9103.0000
2016-05-20,9075.5000
2016-05-23,9161.0000
2016-05-24,9098.0000
2016-05-25,9094.2000
2016-05-26,9128.9000
2016-05-27,9120.4000
2016-05-31,9069.3000
2016-06-01,9160.0000
2016-06-02,9217.0000
2016-06-03,9404.5000
2016-06-06,9344.0000
2016-06-07,9350.5000
2016-06-08,9381.0000
2016-06-09,9388.5000
2016-06-10,9397.5000
2016-06-13,9451.0000
2016-06-14,9470.0000
2016-06-15,9465.5000
2016-06-16,9619.5000
2016-06-17,9625.0000
2016-06-20,9648.0000
2016-06-21,9574.0000
2016-06-22,9604.5000
2016-06-23,9482.0000
2016-06-24,9811.5000
2016-06-27,9835.5000
2016-06-28,9759.5000
2016-06-29,9777.0000
2016-06-30,9707.0000
2016-07-01,9778.0000
2016-07-05,9870.5000
2016-07-06,9886.0000
2016-07-07,9947.0000
2016-07-08,9979.0000
2016-07-11,9751.5000
2016-07-12,9565.5000
2016-07-13,9606.5000
2016-07-14,9503.5000
2016-07-15,9499.0000
2016-07-18,9446.0000
2016-07-19,9450.5000
2016-07-20,9379.0000
2016-07-21,9464.5000
2016-07-22,9441.5000
2016-07-25,9468.5000
2016-07-26,9578.0000
2016-07-27,9504.5000
2016-07-28,9502.5000
2016-07-29,9819.5000
2016-08-01,9785.5000
2016-08-02,9927.0000
2016-08-03,9902.5000
2016-08-04,9899.5000
2016-08-05,9846.0000
2016-08-08,9773.0000
2016-08-09,9829.5000
2016-08-10,9884.5000
2016-08-11,9824.0000
2016-08-12,9889.0000
2016-08-15,9888.0000
2016-08-16,9984.5000
2016-08-17,9991.5000
2016-08-18,10017.5000
2016-08-19,9986.5000
2016-08-22,9981.5000
2016-08-23,9986.5000
2016-08-24,9962.0000
2016-08-25,9951.0000
2016-08-26,9830.6000
2016-08-29,9828.9000
2016-08-30,9740.7000
2016-08-31,9706.0000
2016-09-01,9721.5000
2016-09-02,9664.5000
2016-09-06,9839.0000
2016-09-07,9868.5000
2016-09-08,9799.0000
2016-09-09,9778.5000
2016-09-12,9861.5000
2016-09-13,9776.0000
2016-09-14,9806.0000
2016-09-15,9826.5000
2016-09-16,9801.5000
2016-09-19,9861.5000
2016-09-20,9856.0000
2016-09-21,9984.0000
2016-09-22,9946.0000
2016-09-23,9928.0000
2016-09-26,9999.5000
2016-09-27,10007.5000
2016-09-28,9960.5000
2016-09-29,9925.5000
2016-09-30,9890.5000
2016-10-03,9874.0000
2016-10-04,9754.5000
2016-10-05,9675.0000
2016-10-06,9626.0000
2016-10-07,9727.5000
2016-10-10,9669.5000
2016-10-11,9690.5000
2016-10-12,9609.5000
2016-10-13,9673.5000
2016-10-14,9621.5000
