Macrotrends Data Download

CME Japanese Yen JPY Futures #1 (JY1)

All contracts are Front Month | Calendar-Weighted Adjusted Prices,
Roll on First of Month | Continuous Contract History.

Disclaimer and Terms of Use: Historical data is provided "as is" and solely
for informational purposes - not for trading purposes or advice.
Neither MacroTrends LLC nor any of our information providers will be liable
for any damages relating to your use of the data provided.

ATTRIBUTION: Proper attribution requires clear indication of the data source as "www.macrotrends.net".
A "dofollow" backlink to the originating page is also required if the data is displayed on a web page.


date, value
1986-07-25,6336.0000
1986-07-28,6446.0000
1986-07-29,6424.0000
1986-07-30,6440.0000
1986-07-31,6522.0000
1986-08-01,6515.0000
1986-08-04,6509.0000
1986-08-05,6446.0000
1986-08-06,6499.0000
1986-08-07,6506.0000
1986-08-08,6503.0000
1986-08-11,6517.0000
1986-08-12,6475.0000
1986-08-13,6496.0000
1986-08-14,6518.0000
1986-08-15,6505.0000
1986-08-18,6486.0000
1986-08-19,6540.0000
1986-08-20,6514.0000
1986-08-21,6535.0000
1986-08-22,6521.0000
1986-08-25,6508.0000
1986-08-26,6436.4000
1986-08-27,6471.4000
1986-08-28,6400.4000
1986-08-29,6510.2000
1986-09-02,6507.0000
1986-09-03,6504.0000
1986-09-04,6459.0000
1986-09-05,6438.0000
1986-09-08,6431.0000
1986-09-09,6442.0000
1986-09-10,6482.0000
1986-09-11,6416.0000
1986-09-12,6459.0000
1986-09-15,6473.0000
1986-09-16,6425.0000
1986-09-17,6472.0000
1986-09-18,6540.0000
1986-09-19,6597.0000
1986-09-22,6529.0000
1986-09-23,6486.0000
1986-09-24,6490.0000
1986-09-25,6485.0000
1986-09-26,6490.0000
1986-09-29,6533.0000
1986-09-30,6491.0000
1986-10-01,6507.0000
1986-10-02,6511.0000
1986-10-03,6475.0000
1986-10-06,6504.0000
1986-10-07,6500.0000
1986-10-08,6491.0000
1986-10-09,6477.0000
1986-10-10,6486.0000
1986-10-13,6511.0000
1986-10-14,6511.0000
1986-10-15,6499.0000
1986-10-16,6492.0000
1986-10-17,6492.0000
1986-10-20,6479.0000
1986-10-21,6455.0000
1986-10-22,6433.0000
1986-10-23,6291.0000
1986-10-24,6194.0000
1986-10-27,6227.0000
1986-10-28,6257.0000
1986-10-29,6246.0000
1986-10-30,6217.0000
1986-10-31,6134.0000
1986-11-03,6101.0000
1986-11-04,6110.0000
1986-11-05,6111.0000
1986-11-06,6136.0000
1986-11-07,6139.0000
1986-11-10,6155.0000
1986-11-11,6175.0000
1986-11-12,6251.0000
1986-11-13,6221.0000
1986-11-14,6201.0000
1986-11-17,6146.0000
1986-11-18,6147.0000
1986-11-19,6165.0000
1986-11-20,6148.0000
1986-11-21,6093.0000
1986-11-24,6104.0000
1986-11-25,6182.0000
1986-11-26,6149.6000
1986-11-28,6201.2000
1986-12-01,6194.0000
1986-12-02,6203.0000
1986-12-03,6191.0000
1986-12-04,6168.0000
1986-12-05,6182.0000
1986-12-08,6187.0000
1986-12-09,6176.0000
1986-12-10,6177.0000
1986-12-11,6174.0000
1986-12-12,6167.0000
1986-12-15,6150.0000
1986-12-16,6125.0000
1986-12-17,6141.0000
1986-12-18,6164.0000
1986-12-19,6166.0000
1986-12-22,6181.0000
1986-12-23,6187.0000
1986-12-24,6240.0000
1986-12-26,6301.0000
1986-12-29,6312.0000
1986-12-30,6276.0000
1986-12-31,6354.0000
1987-01-02,6337.0000
1987-01-05,6299.0000
1987-01-06,6322.0000
1987-01-07,6347.0000
1987-01-08,6361.0000
1987-01-09,6344.0000
1987-01-12,6386.0000
1987-01-13,6452.0000
1987-01-14,6569.0000
1987-01-15,6538.0000
1987-01-16,6541.0000
1987-01-19,6629.0000
1987-01-20,6568.0000
1987-01-21,6521.0000
1987-01-22,6602.0000
1987-01-23,6572.0000
1987-01-26,6566.0000
1987-01-27,6634.0000
1987-01-28,6622.0000
1987-01-29,6577.0000
1987-01-30,6516.0000
1987-02-02,6568.0000
1987-02-03,6572.0000
1987-02-04,6568.0000
1987-02-05,6525.0000
1987-02-06,6488.0000
1987-02-09,6591.0000
1987-02-10,6529.0000
1987-02-11,6519.0000
1987-02-12,6510.0000
1987-02-13,6522.0000
1987-02-17,6528.0000
1987-02-18,6511.0000
1987-02-19,6515.0000
1987-02-20,6522.0000
1987-02-23,6513.0000
1987-02-24,6519.6000
1987-02-25,6536.0000
1987-02-26,6557.8000
1987-02-27,6560.6000
1987-03-02,6545.0000
1987-03-03,6549.0000
1987-03-04,6544.0000
1987-03-05,6562.0000
1987-03-06,6544.0000
1987-03-09,6532.0000
1987-03-10,6548.0000
1987-03-11,6548.0000
1987-03-12,6551.0000
1987-03-13,6608.0000
1987-03-16,6641.0000
1987-03-17,6626.0000
1987-03-18,6627.0000
1987-03-19,6636.0000
1987-03-20,6639.0000
1987-03-23,6698.0000
1987-03-24,6736.0000
1987-03-25,6743.0000
1987-03-26,6729.0000
1987-03-27,6822.0000
1987-03-30,6891.0000
1987-03-31,6893.0000
1987-04-01,6839.0000
1987-04-02,6860.0000
1987-04-03,6886.0000
1987-04-06,6885.0000
1987-04-07,6913.0000
1987-04-08,6855.0000
1987-04-09,6981.0000
1987-04-10,7027.0000
1987-04-13,7044.0000
1987-04-14,7139.0000
1987-04-15,7087.0000
1987-04-16,7021.0000
1987-04-20,7055.0000
1987-04-21,7057.0000
1987-04-22,7057.0000
1987-04-23,7132.0000
1987-04-24,7198.0000
1987-04-27,7195.0000
1987-04-28,7191.0000
1987-04-29,7164.0000
1987-04-30,7156.0000
1987-05-01,7170.0000
1987-05-04,7256.0000
1987-05-05,7227.0000
1987-05-06,7228.0000
1987-05-07,7194.0000
1987-05-08,7186.0000
1987-05-11,7164.0000
1987-05-12,7172.0000
1987-05-13,7151.0000
1987-05-14,7193.0000
1987-05-15,7192.0000
1987-05-18,7158.0000
1987-05-19,7173.0000
1987-05-20,7177.0000
1987-05-21,7119.0000
1987-05-22,7112.0000
1987-05-26,6967.6000
1987-05-27,6993.2000
1987-05-28,7031.0000
1987-05-29,7007.6000
1987-06-01,6944.0000
1987-06-02,7135.0000
1987-06-03,7055.0000
1987-06-04,7002.0000
1987-06-05,7017.0000
1987-06-08,7025.0000
1987-06-09,7101.0000
1987-06-10,7090.0000
1987-06-11,7079.0000
1987-06-12,7011.0000
1987-06-15,6974.0000
1987-06-16,6976.0000
1987-06-17,6954.0000
1987-06-18,6957.0000
1987-06-19,6966.0000
1987-06-22,6894.0000
1987-06-23,6891.0000
1987-06-24,6959.0000
1987-06-25,6881.0000
1987-06-26,6879.0000
1987-06-29,6863.0000
1987-06-30,6863.0000
1987-07-01,6857.0000
1987-07-02,6824.0000
1987-07-06,6744.0000
1987-07-07,6707.0000
1987-07-08,6680.0000
1987-07-09,6692.0000
1987-07-10,6669.0000
1987-07-13,6654.0000
1987-07-14,6652.0000
1987-07-15,6759.0000
1987-07-16,6678.0000
1987-07-17,6567.0000
1987-07-20,6566.0000
1987-07-21,6593.0000
1987-07-22,6599.0000
1987-07-23,6653.0000
1987-07-24,6704.0000
1987-07-27,6675.0000
1987-07-28,6677.0000
1987-07-29,6662.0000
1987-07-30,6717.0000
1987-07-31,6693.0000
1987-08-03,6646.0000
1987-08-04,6616.0000
1987-08-05,6648.0000
1987-08-06,6624.0000
1987-08-07,6609.0000
1987-08-10,6638.0000
1987-08-11,6633.0000
1987-08-12,6629.0000
1987-08-13,6618.0000
1987-08-14,6687.0000
1987-08-17,6703.0000
1987-08-18,6855.0000
1987-08-19,6932.0000
1987-08-20,6926.0000
1987-08-21,7043.0000
1987-08-24,7051.0000
1987-08-25,6981.0000
1987-08-26,7009.4000
1987-08-27,7087.0000
1987-08-28,7086.2000
1987-08-31,7080.2000
1987-09-01,7126.0000
1987-09-02,7179.0000
1987-09-03,7146.0000
1987-09-04,7118.0000
1987-09-08,7137.0000
1987-09-09,7109.0000
1987-09-10,7084.0000
1987-09-11,7002.0000
1987-09-14,6978.0000
1987-09-15,7021.0000
1987-09-16,7007.0000
1987-09-17,7040.0000
1987-09-18,7069.0000
1987-09-21,7032.0000
1987-09-22,6989.0000
1987-09-23,6998.0000
1987-09-24,7015.0000
1987-09-25,7012.0000
1987-09-28,6973.0000
1987-09-29,6874.0000
1987-09-30,6874.0000
1987-10-01,6885.0000
1987-10-02,6863.0000
1987-10-05,6870.0000
1987-10-06,6859.0000
1987-10-07,6916.0000
1987-10-08,6981.0000
1987-10-09,7013.0000
1987-10-12,7034.0000
1987-10-13,7001.0000
1987-10-14,7063.0000
1987-10-15,7054.0000
1987-10-16,7066.0000
1987-10-19,7109.0000
1987-10-20,6960.0000
1987-10-21,6948.0000
1987-10-22,6940.0000
1987-10-23,7077.0000
1987-10-26,7059.0000
1987-10-27,7120.0000
1987-10-28,7249.0000
1987-10-29,7253.0000
1987-10-30,7254.0000
1987-11-02,7328.0000
1987-11-03,7299.0000
1987-11-04,7328.0000
1987-11-05,7418.0000
1987-11-06,7409.0000
1987-11-09,7460.0000
1987-11-10,7447.0000
1987-11-11,7422.0000
1987-11-12,7371.0000
1987-11-13,7379.0000
1987-11-16,7317.0000
1987-11-17,7391.0000
1987-11-18,7406.0000
1987-11-19,7406.0000
1987-11-20,7401.0000
1987-11-23,7440.0000
1987-11-24,7440.2000
1987-11-25,7450.2000
1987-11-27,7541.8000
1987-11-30,7636.4000
1987-12-01,7575.0000
1987-12-02,7602.0000
1987-12-03,7612.0000
1987-12-04,7616.0000
1987-12-07,7605.0000
1987-12-08,7611.0000
1987-12-09,7632.0000
1987-12-10,7817.0000
1987-12-11,7870.0000
1987-12-14,7905.0000
1987-12-15,7905.0000
1987-12-16,7941.0000
1987-12-17,8003.0000
1987-12-18,7931.0000
1987-12-21,7951.0000
1987-12-22,7983.0000
1987-12-23,7956.0000
1987-12-24,8028.0000
1987-12-28,8152.0000
1987-12-29,8152.0000
1987-12-30,8157.0000
1987-12-31,8316.0000
1988-01-04,8201.0000
1988-01-05,7869.0000
1988-01-06,7793.0000
1988-01-07,7783.0000
1988-01-08,7815.0000
1988-01-11,7833.0000
1988-01-12,7890.0000
1988-01-13,7927.0000
1988-01-14,7959.0000
1988-01-15,7681.0000
1988-01-18,7748.0000
1988-01-19,7815.0000
1988-01-20,7893.0000
1988-01-21,7902.0000
1988-01-22,7885.0000
1988-01-25,7856.0000
1988-01-26,7858.0000
1988-01-27,7892.0000
1988-01-28,7904.0000
1988-01-29,7838.0000
1988-02-01,7757.0000
1988-02-02,7824.0000
1988-02-03,7817.0000
1988-02-04,7818.0000
1988-02-05,7766.0000
1988-02-08,7769.0000
1988-02-09,7774.0000
1988-02-10,7769.0000
1988-02-11,7753.0000
1988-02-12,7641.0000
1988-02-16,7690.0000
1988-02-17,7695.0000
1988-02-18,7693.0000
1988-02-19,7705.0000
1988-02-22,7742.0000
1988-02-23,7773.0000
1988-02-24,7784.0000
1988-02-25,7807.0000
1988-02-26,7830.6000
1988-02-29,7842.0000
1988-03-01,7843.0000
1988-03-02,7776.0000
1988-03-03,7796.0000
1988-03-04,7819.0000
1988-03-07,7883.0000
1988-03-08,7869.0000
1988-03-09,7865.0000
1988-03-10,7859.0000
1988-03-11,7906.0000
1988-03-14,7941.0000
1988-03-15,7909.0000
1988-03-16,7893.0000
1988-03-17,7806.0000
1988-03-18,7854.0000
1988-03-21,7916.0000
1988-03-22,7917.0000
1988-03-23,7929.0000
1988-03-24,8009.0000
1988-03-25,8012.0000
1988-03-28,8119.0000
1988-03-29,8043.0000
1988-03-30,8069.0000
1988-03-31,8087.0000
1988-04-04,8098.0000
1988-04-05,8039.0000
1988-04-06,7978.0000
1988-04-07,7998.0000
1988-04-08,8001.0000
1988-04-11,7960.0000
1988-04-12,7934.0000
1988-04-13,7955.0000
1988-04-14,8139.0000
1988-04-15,8113.0000
1988-04-18,8083.0000
1988-04-19,8080.0000
1988-04-20,8098.0000
1988-04-21,8083.0000
1988-04-22,8046.0000
1988-04-25,8050.0000
1988-04-26,8036.0000
1988-04-27,8041.0000
1988-04-28,8056.0000
1988-04-29,8022.0000
1988-05-02,8032.0000
1988-05-03,8024.0000
1988-05-04,8049.0000
1988-05-05,8030.0000
1988-05-06,8037.0000
1988-05-09,8036.0000
1988-05-10,8065.0000
1988-05-11,8062.0000
1988-05-12,8049.0000
1988-05-13,8038.0000
1988-05-16,8019.0000
1988-05-17,7965.0000
1988-05-18,8027.0000
1988-05-19,8026.0000
1988-05-20,8029.0000
1988-05-23,8049.0000
1988-05-24,8070.0000
1988-05-25,8068.2000
1988-05-26,8070.4000
1988-05-27,8056.6000
1988-05-31,8058.8000
1988-06-01,8062.0000
1988-06-02,7994.0000
1988-06-03,8021.0000
1988-06-06,8021.0000
1988-06-07,8045.0000
1988-06-08,8041.0000
1988-06-09,8095.0000
1988-06-10,8075.0000
1988-06-13,8062.0000
1988-06-14,7965.0000
1988-06-15,7978.0000
1988-06-16,8024.0000
1988-06-17,8012.0000
1988-06-20,7986.0000
1988-06-21,7979.0000
1988-06-22,7822.0000
1988-06-23,7848.0000
1988-06-24,7735.0000
1988-06-27,7693.0000
1988-06-28,7660.0000
1988-06-29,7569.0000
1988-06-30,7565.0000
1988-07-01,7497.0000
1988-07-05,7501.0000
1988-07-06,7536.0000
1988-07-07,7610.0000
1988-07-08,7562.0000
1988-07-11,7547.0000
1988-07-12,7596.0000
1988-07-13,7590.0000
1988-07-14,7560.0000
1988-07-15,7433.0000
1988-07-18,7478.0000
1988-07-19,7539.0000
1988-07-20,7536.0000
1988-07-21,7635.0000
1988-07-22,7695.0000
1988-07-25,7594.0000
1988-07-26,7599.0000
1988-07-27,7643.0000
1988-07-28,7601.0000
1988-07-29,7545.0000
1988-08-01,7584.0000
1988-08-02,7558.0000
1988-08-03,7571.0000
1988-08-04,7552.0000
1988-08-05,7503.0000
1988-08-08,7499.0000
1988-08-09,7439.0000
1988-08-10,7506.0000
1988-08-11,7578.0000
1988-08-12,7538.0000
1988-08-15,7534.0000
1988-08-16,7515.0000
1988-08-17,7495.0000
1988-08-18,7523.0000
1988-08-19,7509.0000
1988-08-22,7505.0000
1988-08-23,7483.0000
1988-08-24,7496.0000
1988-08-25,7516.0000
1988-08-26,7511.4000
1988-08-29,7477.6000
1988-08-30,7453.2000
1988-08-31,7396.2000
1988-09-01,7406.0000
1988-09-02,7442.0000
1988-09-06,7483.0000
1988-09-07,7571.0000
1988-09-08,7549.0000
1988-09-09,7550.0000
1988-09-12,7562.0000
1988-09-13,7574.0000
1988-09-14,7508.0000
1988-09-15,7534.0000
1988-09-16,7513.0000
1988-09-19,7550.0000
1988-09-20,7520.0000
1988-09-21,7505.0000
1988-09-22,7481.0000
1988-09-23,7502.0000
1988-09-26,7487.0000
1988-09-27,7487.0000
1988-09-28,7520.0000
1988-09-29,7499.0000
1988-09-30,7538.0000
1988-10-03,7542.0000
1988-10-04,7564.0000
1988-10-05,7560.0000
1988-10-06,7538.0000
1988-10-07,7553.0000
1988-10-10,7614.0000
1988-10-11,7691.0000
1988-10-12,7828.0000
1988-10-13,7896.0000
1988-10-14,7945.0000
1988-10-17,7930.0000
1988-10-18,7924.0000
1988-10-19,7898.0000
1988-10-20,7911.0000
1988-10-21,7968.0000
1988-10-24,7931.0000
1988-10-25,7926.0000
1988-10-26,8010.0000
1988-10-27,7982.0000
1988-10-28,8004.0000
1988-10-31,7992.0000
1988-11-01,8027.0000
1988-11-02,8105.0000
1988-11-03,8061.0000
1988-11-04,8035.0000
1988-11-07,8069.0000
1988-11-08,8016.0000
1988-11-09,8113.0000
1988-11-10,8099.0000
1988-11-11,8185.0000
1988-11-14,8108.0000
1988-11-15,8141.0000
1988-11-16,8205.0000
1988-11-17,8214.0000
1988-11-18,8182.0000
1988-11-21,8229.0000
1988-11-22,8266.0000
1988-11-23,8271.0000
1988-11-25,8295.2000
1988-11-28,8237.0000
1988-11-29,8274.0000
1988-11-30,8324.2000
1988-12-01,8346.0000
1988-12-02,8370.0000
1988-12-05,8346.0000
1988-12-06,8309.0000
1988-12-07,8189.0000
1988-12-08,8287.0000
1988-12-09,8266.0000
1988-12-12,8245.0000
1988-12-13,8207.0000
1988-12-14,8254.0000
1988-12-15,8170.0000
1988-12-16,8152.0000
1988-12-19,8151.0000
1988-12-20,8065.0000
1988-12-21,8115.0000
1988-12-22,8106.0000
1988-12-23,8093.0000
1988-12-27,8092.0000
1988-12-28,8032.0000
1988-12-29,8025.0000
1988-12-30,8069.0000
1989-01-03,8149.0000
1989-01-04,8085.0000
1989-01-05,8009.0000
1989-01-06,7967.0000
1989-01-09,8018.0000
1989-01-10,7997.0000
1989-01-11,8023.0000
1989-01-12,7980.0000
1989-01-13,7923.0000
1989-01-16,7871.0000
1989-01-17,7890.0000
1989-01-18,7828.0000
1989-01-19,7830.0000
1989-01-20,7883.0000
1989-01-23,7885.0000
1989-01-24,7883.0000
1989-01-25,7908.0000
1989-01-26,7841.0000
1989-01-27,7778.0000
1989-01-30,7774.0000
1989-01-31,7714.0000
1989-02-01,7720.0000
1989-02-02,7751.0000
1989-02-03,7764.0000
1989-02-06,7767.0000
1989-02-07,7760.0000
1989-02-08,7764.0000
1989-02-09,7839.0000
1989-02-10,7805.0000
1989-02-13,7846.0000
1989-02-14,7944.0000
1989-02-15,7960.0000
1989-02-16,7956.0000
1989-02-17,7968.0000
1989-02-21,7881.0000
1989-02-22,7923.0000
1989-02-23,7976.0000
1989-02-24,7989.0000
1989-02-27,7982.2000
1989-02-28,7990.6000
1989-03-01,7926.0000
1989-03-02,7918.0000
1989-03-03,7948.0000
1989-03-06,7854.0000
1989-03-07,7875.0000
1989-03-08,7851.0000
1989-03-09,7880.0000
1989-03-10,7843.0000
1989-03-13,7793.0000
1989-03-14,7818.0000
1989-03-15,7765.0000
1989-03-16,7749.0000
1989-03-17,7696.0000
1989-03-20,7727.0000
1989-03-21,7727.0000
1989-03-22,7732.0000
1989-03-23,7723.0000
1989-03-27,7631.0000
1989-03-28,7610.0000
1989-03-29,7609.0000
1989-03-30,7650.0000
1989-03-31,7632.0000
1989-04-03,7678.0000
1989-04-04,7738.0000
1989-04-05,7694.0000
1989-04-06,7666.0000
1989-04-07,7618.0000
1989-04-10,7611.0000
1989-04-11,7617.0000
1989-04-12,7598.0000
1989-04-13,7647.0000
1989-04-14,7650.0000
1989-04-17,7643.0000
1989-04-18,7678.0000
1989-04-19,7619.0000
1989-04-20,7692.0000
1989-04-21,7677.0000
1989-04-24,7667.0000
1989-04-25,7671.0000
1989-04-26,7628.0000
1989-04-27,7627.0000
1989-04-28,7575.0000
1989-05-01,7511.0000
1989-05-02,7500.0000
1989-05-03,7488.0000
1989-05-04,7500.0000
1989-05-05,7498.0000
1989-05-08,7463.0000
1989-05-09,7479.0000
1989-05-10,7487.0000
1989-05-11,7430.0000
1989-05-12,7382.0000
1989-05-15,7326.0000
1989-05-16,7341.0000
1989-05-17,7219.0000
1989-05-18,7226.0000
1989-05-19,7223.0000
1989-05-22,7070.0000
1989-05-23,7052.0000
1989-05-24,7010.0000
1989-05-25,7107.0000
1989-05-26,7137.6000
1989-05-30,7061.8000
1989-05-31,7065.2000
1989-06-01,7110.0000
1989-06-02,7196.0000
1989-06-05,7084.0000
1989-06-06,7106.0000
1989-06-07,7081.0000
1989-06-08,7054.0000
1989-06-09,6899.0000
1989-06-12,6803.0000
1989-06-13,6838.0000
1989-06-14,6765.0000
1989-06-15,6881.0000
1989-06-16,6986.0000
1989-06-19,6979.0000
1989-06-20,6963.0000
1989-06-21,7075.0000
1989-06-22,7230.0000
1989-06-23,7285.0000
1989-06-26,7167.0000
1989-06-27,7110.0000
1989-06-28,7063.0000
1989-06-29,7027.0000
1989-06-30,7007.0000
1989-07-03,7138.0000
1989-07-05,7289.0000
1989-07-06,7247.0000
1989-07-07,7243.0000
1989-07-10,7239.0000
1989-07-11,7153.0000
1989-07-12,7209.0000
1989-07-13,7216.0000
1989-07-14,7142.0000
1989-07-17,7115.0000
1989-07-18,7115.0000
1989-07-19,7068.0000
1989-07-20,7117.0000
1989-07-21,7096.0000
1989-07-24,7057.0000
1989-07-25,7095.0000
1989-07-26,7178.0000
1989-07-27,7197.0000
1989-07-28,7220.0000
1989-07-31,7348.0000
1989-08-01,7386.0000
1989-08-02,7352.0000
1989-08-03,7322.0000
1989-08-04,7181.0000
1989-08-07,7168.0000
1989-08-08,7238.0000
1989-08-09,7229.0000
1989-08-10,7185.0000
1989-08-11,7068.0000
1989-08-14,7062.0000
1989-08-15,7072.0000
1989-08-16,7058.0000
1989-08-17,6983.0000
1989-08-18,7025.0000
1989-08-21,7016.0000
1989-08-22,7052.0000
1989-08-23,7007.0000
1989-08-24,7006.0000
1989-08-25,6970.0000
1989-08-28,6949.0000
1989-08-29,7019.4000
1989-08-30,6979.4000
1989-08-31,6943.6000
1989-09-01,6928.0000
1989-09-05,6870.0000
1989-09-06,6897.0000
1989-09-07,6870.0000
1989-09-08,6860.0000
1989-09-11,6853.0000
1989-09-12,6856.0000
1989-09-13,6887.0000
1989-09-14,6861.0000
1989-09-15,6930.0000
1989-09-18,6919.0000
1989-09-19,6916.0000
1989-09-20,6947.0000
1989-09-21,6915.0000
1989-09-22,6908.0000
1989-09-25,7092.0000
1989-09-26,7087.0000
1989-09-27,7173.0000
1989-09-28,7177.0000
1989-09-29,7243.0000
1989-10-02,7218.0000
1989-10-03,7138.0000
1989-10-04,7122.0000
1989-10-05,7057.0000
1989-10-06,7059.0000
1989-10-09,7034.0000
1989-10-10,6966.0000
1989-10-11,6961.0000
1989-10-12,6969.0000
1989-10-13,7029.0000
1989-10-16,7089.0000
1989-10-17,7036.0000
1989-10-18,7094.0000
1989-10-19,7068.0000
1989-10-20,7049.0000
1989-10-23,7066.0000
1989-10-24,7099.0000
1989-10-25,7091.0000
1989-10-26,7057.0000
1989-10-27,7086.0000
1989-10-30,7068.0000
1989-10-31,7024.0000
1989-11-01,6974.0000
1989-11-02,6988.0000
1989-11-03,7005.0000
1989-11-06,6970.0000
1989-11-07,7014.0000
1989-11-08,7003.0000
1989-11-09,7001.0000
1989-11-10,6989.0000
1989-11-13,6964.0000
1989-11-14,7004.0000
1989-11-15,6968.0000
1989-11-16,6941.0000
1989-11-17,6947.0000
1989-11-20,6941.0000
1989-11-21,6976.0000
1989-11-22,6986.0000
1989-11-24,6974.0000
1989-11-27,6995.2000
1989-11-28,6992.2000
1989-11-29,7025.4000
1989-11-30,7036.8000
1989-12-01,7011.0000
1989-12-04,6994.0000
1989-12-05,6993.0000
1989-12-06,6987.0000
1989-12-07,6966.0000
1989-12-08,6964.0000
1989-12-11,6959.0000
1989-12-12,6976.0000
1989-12-13,6977.0000
1989-12-14,6975.0000
1989-12-15,6971.0000
1989-12-18,6990.0000
1989-12-19,6989.0000
1989-12-20,6976.0000
1989-12-21,6988.0000
1989-12-22,7046.0000
1989-12-26,7083.0000
1989-12-27,7083.0000
1989-12-28,6966.0000
1989-12-29,6968.0000
1990-01-02,6847.0000
1990-01-03,6887.0000
1990-01-04,7008.0000
1990-01-05,6950.0000
1990-01-08,6959.0000
1990-01-09,6915.0000
1990-01-10,6887.0000
1990-01-11,6893.0000
1990-01-12,6873.0000
1990-01-15,6897.0000
1990-01-16,6897.0000
1990-01-17,6897.0000
1990-01-18,6853.0000
1990-01-19,6875.0000
1990-01-22,6842.0000
1990-01-23,6868.0000
1990-01-24,6884.0000
1990-01-25,6953.0000
1990-01-26,7022.0000
1990-01-29,7003.0000
1990-01-30,6909.0000
1990-01-31,6939.0000
1990-02-01,6914.0000
1990-02-02,6884.0000
1990-02-05,6918.0000
1990-02-06,6891.0000
1990-02-07,6881.0000
1990-02-08,6890.0000
1990-02-09,6917.0000
1990-02-12,6938.0000
1990-02-13,6937.0000
1990-02-14,6939.0000
1990-02-15,6920.0000
1990-02-16,6953.0000
1990-02-20,6896.0000
1990-02-21,6882.0000
1990-02-22,6822.0000
1990-02-23,6806.0000
1990-02-26,6734.2000
1990-02-27,6741.4000
1990-02-28,6731.2000
1990-03-01,6692.0000
1990-03-02,6674.0000
1990-03-05,6734.0000
1990-03-06,6694.0000
1990-03-07,6648.0000
1990-03-08,6638.0000
1990-03-09,6628.0000
1990-03-12,6574.0000
1990-03-13,6588.0000
1990-03-14,6588.0000
1990-03-15,6585.0000
1990-03-16,6562.0000
1990-03-19,6553.0000
1990-03-20,6494.0000
1990-03-21,6494.0000
1990-03-22,6456.0000
1990-03-23,6503.0000
1990-03-26,6406.0000
1990-03-27,6372.0000
1990-03-28,6306.0000
1990-03-29,6407.0000
1990-03-30,6342.0000
1990-04-02,6313.0000
1990-04-03,6289.0000
1990-04-04,6308.0000
1990-04-05,6368.0000
1990-04-06,6355.0000
1990-04-09,6332.0000
1990-04-10,6351.0000
1990-04-11,6343.0000
1990-04-12,6340.0000
1990-04-16,6287.0000
1990-04-17,6273.0000
1990-04-18,6326.0000
1990-04-19,6392.0000
1990-04-20,6367.0000
1990-04-23,6358.0000
1990-04-24,6304.0000
1990-04-25,6314.0000
1990-04-26,6293.0000
1990-04-27,6288.0000
1990-04-30,6307.0000
1990-05-01,6307.0000
1990-05-02,6331.0000
1990-05-03,6337.0000
1990-05-04,6333.0000
1990-05-07,6333.0000
1990-05-08,6353.0000
1990-05-09,6396.0000
1990-05-10,6383.0000
1990-05-11,6550.0000
1990-05-14,6563.0000
1990-05-15,6640.0000
1990-05-16,6599.0000
1990-05-17,6580.0000
1990-05-18,6538.0000
1990-05-21,6513.0000
1990-05-22,6611.0000
1990-05-23,6606.0000
1990-05-24,6629.0000
1990-05-25,6689.8000
1990-05-29,6633.6000
1990-05-30,6620.2000
1990-05-31,6587.4000
1990-06-01,6611.0000
1990-06-04,6564.0000
1990-06-05,6575.0000
1990-06-06,6574.0000
1990-06-07,6574.0000
1990-06-08,6534.0000
1990-06-11,6482.0000
1990-06-12,6484.0000
1990-06-13,6477.0000
1990-06-14,6499.0000
1990-06-15,6512.0000
1990-06-18,6519.0000
1990-06-19,6532.0000
1990-06-20,6512.0000
1990-06-21,6480.0000
1990-06-22,6471.0000
1990-06-25,6444.0000
1990-06-26,6477.0000
1990-06-27,6491.0000
1990-06-28,6546.0000
1990-06-29,6586.0000
1990-07-02,6636.0000
1990-07-03,6638.0000
1990-07-05,6646.0000
1990-07-06,6607.0000
1990-07-09,6624.0000
1990-07-10,6757.0000
1990-07-11,6757.0000
1990-07-12,6781.0000
1990-07-13,6760.0000
1990-07-16,6752.0000
1990-07-17,6769.0000
1990-07-18,6774.0000
1990-07-19,6767.0000
1990-07-20,6722.0000
1990-07-23,6752.0000
1990-07-24,6740.0000
1990-07-25,6673.0000
1990-07-26,6647.0000
1990-07-27,6714.0000
1990-07-30,6761.0000
1990-07-31,6859.0000
1990-08-01,6806.0000
1990-08-02,6697.0000
1990-08-03,6666.0000
1990-08-06,6659.0000
1990-08-07,6650.0000
1990-08-08,6675.0000
1990-08-09,6677.0000
1990-08-10,6648.0000
1990-08-13,6658.0000
1990-08-14,6726.0000
1990-08-15,6782.0000
1990-08-16,6794.0000
1990-08-17,6785.0000
1990-08-20,6836.0000
1990-08-21,6817.0000
1990-08-22,6847.0000
1990-08-23,6847.0000
1990-08-24,6821.0000
1990-08-27,6937.0000
1990-08-28,6964.6000
1990-08-29,6959.0000
1990-08-30,6934.2000
1990-08-31,6954.8000
1990-09-04,6967.0000
1990-09-05,7055.0000
1990-09-06,7099.0000
1990-09-07,7142.0000
1990-09-10,7165.0000
1990-09-11,7124.0000
1990-09-12,7240.0000
1990-09-13,7335.0000
1990-09-14,7299.0000
1990-09-17,7322.0000
1990-09-18,7245.0000
1990-09-19,7280.0000
1990-09-20,7261.0000
1990-09-21,7321.0000
1990-09-24,7279.0000
1990-09-25,7309.0000
1990-09-26,7303.0000
1990-09-27,7238.0000
1990-09-28,7218.0000
